item_code,item_name,category,uom,predicted_rate,source,last_po_price,last_po_date,erp_rate,live_metal_rate
CC-555-00349,"Limb Core Lamination Strips, Size: 46(L) X 50(W), Grade: CRGO,M3, 0.23 thk MM, Max Core Loss 0.68 W/Kg@1.5 T, 50Hz, As per drawing No: 5014-07-00-02",CC-555-,KGS,175.0,metal benchmark (indicative),,,,175.0
CC-555-00377,"Limb Core Lamination Strips, Size: 50(H) X 35(W), Grade: CRGO, MOH-0.23 thk MM, Core Loss <1W/Kg@1.7 T, 50Hz, As Per Drawing No: 5020-B01-01",CC-555-,KGS,260.0,recent PO (age-weighted),260.0,2025-09-03,,175.0
CC-555-00314,"Limb Core Lamination Strips, Size: 50(L) X 75(W), Grade: CRGO,M3, 0.23 thk MM, Max Core Loss 0.68 W/Kg@1.5 T, 50Hz, As per drawing No: 5018-00-02",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00347,"Limb Core Lamination Strips, Size: 50(L) X 75(W), Grade: CRGO,M3, 0.23 thk MM, Max Core Loss 0.68 W/Kg@1.5 T, 50Hz, As per drawing No: 5018-R01-02",CC-555-,KGS,240.31,recent PO (age-weighted),225.0,2026-06-15,0,175.0
CC-555-00277,"Limb Core Lamination Strips, Size: 50(L) x 150(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 5015-B02-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00403,"Limb Core Lamination Strips, Size: 50(L) x 55(W), Grade: CRGO-M3, 0.23 thk mm, Max Core Loss 0.68 W/Kg@1.5T, 50Hz, As Per Drawing No: 5005-02-B02-02",CC-555-,KGS,265.0,recent PO (age-weighted),265.0,2026-01-07,,175.0
CC-555-00368,"Limb Core Lamination Strips, Size: 51(L) X 80(W), Grade: CRGO,M3, 0.23 thk MM, Max Core Loss 0.68 W/Kg@1.6 T, 50Hz, As Per Drawing No: 5005-01-00-02",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00415,"Limb Core Lamination Strips, Size: 56(L) x 115(W), Grade: CRGO,M3, 0.23 thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No: 5014-06-B02-02",CC-555-,KGS,265.0,recent PO (age-weighted),265.0,2026-07-31,,175.0
CC-555-00417,"Limb Core Lamination Strips, Size: 56.5(L) x 90(W), Grade: CRGO,M3, 0.23 thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No: 5014-05-B02-02",CC-555-,KGS,265.0,recent PO (age-weighted),265.0,2026-02-04,,175.0
CC-555-00256,"Limb Core Lamination Strips, Size: 610(L) x 105(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.27 W/Kg @ 1.7T, 50Hz, As per drawing 2020-34-B02-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00238,"Limb Core Lamination Strips, Size: 78(L) X 25(W), Grade: CRNO, M310, 0.5MM, Max Core Loss 3.1 W/Kg@1.5 T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00439,"Limb Core Lamination, Size : 34(L) x 60(W)mm, Grade : M3 CRGO-0.23(T)mm, Max Core Loss : 1.1W/kg@1.5T, 50Hz, As Per Drawing No : 5014-08-B02-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-04-07,,175.0
CC-555-00443,"Limb Core Lamination, Size : 63(L) x 50(W)mm, Grade : M3 CRGO-0.23(T)mm, Max Core Loss : 1.1W/kg@1.5T, 50Hz, As Per Drawing No : 5014-10-B02-02",CC-555-,KGS,253.13,recent PO (age-weighted),265.0,2026-07-28,,175.0
CC-555-00423,"Limb Core Lamination, Size : 77(L) x 60(W), Grade : CRGO M4-0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing No : 5017-02-B02-02",CC-555-,KGS,205.0,recent PO (age-weighted),205.0,2026-02-18,,175.0
CC-555-00401,"Limb Core Lamination, Size : 800 (L) X 110(W) mm, CRNO Grade: M250-35A, 0.35MM, Core Loss <2.1 W/Kg@1.5 T, 50Hz, As per Drawing No : 2025-01-B02-02",CC-555-,KGS,128.5,recent PO (age-weighted),128.5,2025-12-05,,175.0
CC-555-00110,"Limb core  46.5(L) x 65(W) CRNO 0.25 mm Thick , CORE LOSS : MAX 1.2 W / Kg @ 1.5 T 50Hz,  Grade: CRNO, 25C1500",CC-555-,KGS,120.0,recent PO (age-weighted),120.0,2025-09-18,0,175.0
CC-555-00112,"Limb core 143 (L) x 40 (W) CRNO 0.25 mm Thick , CORE LOSS : MAX 1.2 W / Kg @ 1.5 T 50Hz,  Grade: CRNO, 25C1500, As per drawing No : 5011-02-00-02",CC-555-,KGS,127.58,recent PO (age-weighted),130.0,2026-02-10,0,175.0
CC-555-00109,"Limb core 288(L) x 40 (W) CRNO 0.25 mm Thick , CORE LOSS : MAX 1.2 W / Kg @ 1.5 T 50Hz,  Grade: CRNO, 25C1500",CC-555-,KGS,127.56,recent PO (age-weighted),130.0,2026-02-10,0,175.0
CC-555-00136,"Limb core 500 (L) x 75 (W) CRGO,M4 0.27 mm Thick , CORE LOSS : MAX 1.12 W / Kg @ 1.65 T 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00444,"PRIME COLD ROLLED GRAIN ORIENTED ELECTRICAL STEEL COIL, CRGO 0.23 (T) X 970-990mm (W),  Grade: 23HQ100",CC-555-,KGS,180.0,recent PO (age-weighted),180.0,2026-04-09,,175.0
CC-555-00280,"Side Limb Core Lamination Strips, Size: 355(L) x 55(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2020-48-B03-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00283,"Side Limb Core Lamination Strips, Size: 405(L) x 55(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2020-49-B03-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00286,"Side Limb Core Lamination Strips, Size: 405(L) x 55(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2020-50-B03-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00290,"Side Limb Core Lamination Strips, Size: 405(L) x 70(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2020-51-B03-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00309,"Side Limb Core Lamination Strips, Size: 460(L) x 55(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.1 W/Kg @ 1.7T, 50Hz, As per drawing 2020-49-B02-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00308,"Top Yoke Core Lamination Strips, Size: 225(L) x 55(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.1 W/Kg @ 1.7T, 50Hz, As per drawing 2020-49-B01-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00243,"Yoke Core Lamination Size: 315(L) X 55(W), Material: CRNGO , Grade: M250-35A ( 35H250) , Core Loss: Max 2.5W/Kg @1.5T/50Hz, As Per Drawing 2024-04-B01-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00245,"Yoke Core Lamination Size: 475(L) X 85(W), Material: CRNGO , Grade: M250-35A ( 35H250) , Core Loss: Max 2.5W/Kg @1.5T/50Hz, As Per Drawing 2024-05-B01-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00424,"Yoke Core Lamination Strips, Size : 345(L) x 75(W) mm, Grade : CRGO M3-0.23(T) mm, Core Loss : 0.68W/kg @ 1.5T 50Hz, As per drawing no : 5004-01-B01-02",CC-555-,KGS,265.0,recent PO (age-weighted),265.0,2026-03-02,,175.0
CC-555-00376,"Yoke Core Lamination Strips, Size: 115(L) X 35(W), Grade: CRGO, MOH-0.23 thk MM, Core Loss <1W/Kg@1.7 T, 50Hz, As Per Drawing No: 5020-B01-02",CC-555-,KGS,260.0,recent PO (age-weighted),260.0,2025-09-03,,175.0
CC-555-00237,"Yoke Core Lamination Strips, Size: 125(L) X 25(W), Hole: Ø7MM, 3PLX Grade: CRNO, M310, 0.5MM, Max Core Loss 3.1 W/Kg@1.5 T, 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00348,"Yoke Core Lamination Strips, Size: 250(L) X 50(W), Grade: CRGO,M3, 0.23 thk MM, Max Core Loss 0.68 W/Kg@1.5 T, 50Hz, As per drawing No: 5014-07-00-02",CC-555-,KGS,265.0,recent PO (age-weighted),265.0,2026-01-24,,175.0
CC-555-00402,"Yoke Core Lamination Strips, Size: 255(L) x 55(W), Grade: CRGO-M3, 0.23 thk mm, Max Core Loss 0.68 W/Kg@1.5T, 50Hz, As Per Drawing No: 5005-02-B01-02",CC-555-,KGS,265.0,recent PO (age-weighted),265.0,2025-12-16,,175.0
CC-555-00353,"Yoke Core Lamination Strips, Size: 285(L) X 45(W), Grade: CRGO,M3, 0.23 thk MM, Max Core Loss 0.68 W/Kg@1.5 T, 50Hz, As per drawing No: 5014-02-B01-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00369,"Yoke Core Lamination Strips, Size: 290(L) X 80(W), Grade: CRGO,M3, 0.23 thk MM, Max Core Loss 0.68 W/Kg@1.6 T, 50Hz, As Per Drawing No: 5005-01-00-02",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00263,"Yoke Core Lamination Strips, Size: 290(L) x 40(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.27 W/Kg @ 1.7T, 50Hz, As per drawing 2020-38-B01-01 & 2020-39-B01-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00274,"Yoke Core Lamination Strips, Size: 300(L) x 40(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2020-40-B01-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00292,"Yoke Core Lamination Strips, Size: 310(L) x 40(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.27 W/Kg @ 1.7T, 50Hz, As per drawing 2024-07-B01-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00279,"Yoke Core Lamination Strips, Size: 335(L) x 55(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2020-48-B01-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00281,"Yoke Core Lamination Strips, Size: 335(L) x 55(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2020-49-B01-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00284,"Yoke Core Lamination Strips, Size: 335(L) x 55(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2020-50-B01-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00313,"Yoke Core Lamination Strips, Size: 390(L) X 60(W), Grade: CRGO,M3, 0.23 thk MM, Max Core Loss 0.68 W/Kg@1.5 T, 50Hz, As per drawing No: 5017-00-03",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00317,"Yoke Core Lamination Strips, Size: 400(L) X 70(W), Grade: CRGO,M3, 0.23 thk MM, Max Core Loss 0.68 W/Kg@1.5 T, 50Hz, As per drawing No: 5017-01-00-03",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00259,"Yoke Core Lamination Strips, Size: 415(L) x 65(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.27 W/Kg @ 1.7T, 50Hz, As per drawing 2020-36-B01-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00288,"Yoke Core Lamination Strips, Size: 450(L) x 70(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 2020-51-B01-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00315,"Yoke Core Lamination Strips, Size: 467(L) X 75(W), Grade: CRGO,M3, 0.23 thk MM, Max Core Loss 0.68 W/Kg@1.5 T, 50Hz, As per drawing No: 5018-00-02",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00416,"Yoke Core Lamination Strips, Size: 470(L) x 90(W), Grade: CRGO,M3, 0.23 thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No: 5014-05-B01-02",CC-555-,KGS,265.0,recent PO (age-weighted),265.0,2026-02-04,,175.0
CC-555-00346,"Yoke Core Lamination Strips, Size: 525(L) X 75(W), Grade: CRGO,M3, 0.23 thk MM, Max Core Loss 0.68 W/Kg@1.5 T, 50Hz, As per drawing No: 5018-R01-02",CC-555-,KGS,240.31,recent PO (age-weighted),225.0,2026-06-15,0,175.0
CC-555-00255,"Yoke Core Lamination Strips, Size: 555(L) x 105(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.27 W/Kg @ 1.7T, 50Hz, As per drawing 2020-34-B01-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00414,"Yoke Core Lamination Strips, Size: 615(L) x 115(W), Grade: CRGO,M3, 0.23 thk mm, Max Core Loss 1.2W/Kg@1.7T, 50Hz, As per drawing No: 5014-06-B01-02",CC-555-,KGS,265.0,recent PO (age-weighted),265.0,2026-07-31,,175.0
CC-555-00276,"Yoke Core Lamination Strips, Size: 800(L) x 150(W),  Grade: CRGO M4 0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing 5015-B01-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00422,"Yoke Core Lamination, Size : 200(L) x 60(W), Grade : CRGO M4-0.27mm Thick, Core Losses : <1.2 W/Kg @ 1.7T, 50Hz, As per drawing No : 5017-02-B01-02",CC-555-,KGS,205.0,recent PO (age-weighted),205.0,2026-02-18,,175.0
CC-555-00442,"Yoke Core Lamination, Size : 260(L) x 50(W)mm, Grade : M3 CRGO-0.23(T)mm, Max Core Loss : 1.1W/kg@1.5T, 50Hz, As Per Drawing No : 5014-10-B01-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-04-07,,175.0
CC-555-00438,"Yoke Core Lamination, Size : 332(L) x 60(W)mm, Grade : M3 CRGO-0.23(T)mm, Max Core Loss : 1.1W/kg@1.5T, 50Hz, As Per Drawing No : 5014-08-B01-02",CC-555-,KGS,225.0,recent PO (age-weighted),225.0,2026-04-07,,175.0
CC-555-00400,"Yoke Core Lamination, Size : 390 (L) X 110(W) mm, CRNO Grade: M250-35A, 0.35MM, Core Loss <2.1 W/Kg@1.5 T, 50Hz, As per Drawing No : 2025-01-B01-02",CC-555-,KGS,128.5,recent PO (age-weighted),128.5,2025-12-05,,175.0
CC-555-00009,"Yoke Core Lamination, Size: 245(L) X 80(W),  Material: CRNGO , Grade: M250-35A ( 35CG250) , Core Loss: Max 2.25W/Kg @1.5T/50Hz, As Per Drawing 5001-01-B01-01",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00108,"Yoke core 220(L) x 40 (W) CRNO 0.25 mm Thick , CORE LOSS : MAX 1.2 W / Kg @ 1.5 T 50Hz ,  Grade: CRNO, 25C1500, As per Drawing No : 5011-01-00-02",CC-555-,KGS,140.33,recent PO (age-weighted),130.0,2026-02-10,0,175.0
CC-555-00111,"Yoke core 305 (L) x 65 (W) CRNO 0.25 mm Thick , CORE LOSS : MAX 1.2 W / Kg @ 1.5 T 50Hz,  Grade: CRNO, 25C1500",CC-555-,KGS,120.0,recent PO (age-weighted),120.0,2025-09-18,0,175.0
CC-555-00137,"Yoke core 505 (L) x 75 (W) CRGO,M4 0.27 mm Thick , CORE LOSS : MAX 1.12 W / Kg @ 1.65 T 50Hz",CC-555-,KGS,175.0,metal benchmark (indicative),,,0,175.0
CC-555-00155," Core Lamination 1 Strips, Size: 200(L) x 65(W) ,Grade: M4, CRGO -0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz",CC-555-,KGS,1575.49,costing formula (live metal),,,0,1386.49
CC-555-00159," Core Lamination 1 Strips, Size: 220(L) x 80(W) ,Grade: M4, CRGO -0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz",CC-555-,KGS,1575.49,costing formula (live metal),,,0,1386.49
CC-555-00160," Core Lamination 2 Strips, Size: 450(L) x 80(W) ,Grade: M4, CRGO -0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz",CC-555-,KGS,1575.49,costing formula (live metal),,,0,1386.49
CC-555-00156," Core Lamination 2 Strips, Size:350(L) x 65(W) ,Grade: M4, CRGO -0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz",CC-555-,KGS,1575.49,costing formula (live metal),,,0,1386.49
CC-555-00154," Core Lamination 3 Strips, Size: 295(L) x 45(W) ,Grade: M4, CRGO -0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz",CC-555-,KGS,1575.49,costing formula (live metal),,,0,1386.49
CC-555-00157," Core Lamination 3 Strips, Size: 335(L) x 65(W) ,Grade: M4, CRGO -0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz",CC-555-,KGS,1575.49,costing formula (live metal),,,0,1386.49
CC-555-00161," Core Lamination 3 Strips, Size: 360(L) x 80(W) ,Grade: M4, CRGO -0.27mm Thick, Core Loss: Max 0.89w/Kg @ 1.5T, 50Hz",CC-555-,KGS,1575.49,costing formula (live metal),,,0,1386.49
CU-222-00161,"CU Rectangular Conductor, Copper Strip 10 X 3 MM, Super Enameled 0.11MM (Finished OD= 10.11 X 3.11 mm)",CU-222-,KGS,1494.22,costing formula (live metal),,,0,1386.49
CU-222-00106,"CU Rectangular Conductor, Copper Strip 8.0 X 2.8 MM, with Enamel 0.11MM.",CU-222-,KGS,1494.22,costing formula (live metal),,,0,1386.49
CU-222-00119,"CU Rectangular Conductor, Copper Strip 8.0 X 3.0 MM, with Enamel 0.11MM.",CU-222-,KGS,1494.22,costing formula (live metal),,,0,1386.49
CU-222-00107,"CU Rectangular Conductor, Copper Strip 8.0 X 3.55 MM, with Enamel 0.11MM.",CU-222-,KGS,1494.22,costing formula (live metal),,,0,1386.49
CU-222-00120,"CU Rectangular Conductor, Copper Strip 8.0 X 4.0 MM, with Enamel 0.11MM.",CU-222-,KGS,1494.22,costing formula (live metal),,,0,1386.49
CU-222-00078,"CU Rectangular Conductor, Copper Strip 8.6 X 2.7 MM, Super Enameled 0.11MM",CU-222-,KGS,1494.22,costing formula (live metal),,,0,1386.49
CU-222-00062,"CU Round Conductor, Copper Wire Ø2.10 MM, (SE) Super Enameled 0.11MM",CU-222-,KGS,1494.22,costing formula (live metal),,,0,1386.49
CU-222-00073,"CU Round Conductor, Copper Wire Ø3.10 MM, Super Enameled 0.11mm",CU-222-,KGS,1494.22,costing formula (live metal),,,0,1386.49
CU-222-00292,Copper Bus Bar 30mm x 5mm,CU-222-,KGS,1469.22,costing formula (live metal),,,0,1386.49
CU-222-00427,"Copper Busbar, ISO-ETP/BS-C101, 100(W) x 12(T) mm",CU-222-,KGS,1405.0,recent PO (age-weighted),1405.0,2026-06-03,,1386.49
CU-222-00254,"Copper Busbar, ISO-ETP/BS-C101, Size: 25(W) X 5(T) mm",CU-222-,KGS,1469.22,costing formula (live metal),,,0,1386.49
CU-222-00256,"Copper Busbar, ISO-ETP/BS-C101, Size: 30(W) X 3(T) mm",CU-222-,KGS,1469.22,costing formula (live metal),,,0,1386.49
CU-222-00255,"Copper Busbar, ISO-ETP/BS-C101, Size: 30(W) X 5(T) mm",CU-222-,KGS,1469.22,costing formula (live metal),,,0,1386.49
CU-222-00253,"Copper Busbar, ISO-ETP/BS-C101, Size: 40(W) X 6(T) mm",CU-222-,KGS,1469.22,costing formula (live metal),,,0,1386.49
CU-222-00425,"Copper Busbar, ISO-ETP/BS-C101, Size: 75(W) x 10(T) x 2000(L) mm",CU-222-,KGS,1412.0,recent PO (age-weighted),1412.0,2026-04-24,,1386.49
CU-222-00419,"Copper Busbar, ISO-ETP/BS-C101, Size: 80(W) x 10(T) x 2000(L) mm",CU-222-,KGS,1469.22,costing formula (live metal),1390.0,2026-03-23,,1386.49
CU-222-00408,"Copper Busbur Flat, 15 (W) X 5 (T) MM",CU-222-,KGS,1494.22,costing formula (live metal),,,,1386.49
CU-222-00074,"Copper Extruded Start Busbar, ISO-ETP/BS-C101, 50(W) X 3(T) mm",CU-222-,KGS,1445.0,recent PO (age-weighted),1445.0,2026-07-04,0,1386.49
CU-222-00094,"Copper Finish Busbar, ISO-ETP / BS -C101, Drawing: 5009-00-05",CU-222-,KGS,1469.22,costing formula (live metal),,,0,1386.49
CU-222-00087,"Copper Flat Busbar (EC), 80 (W) X 6 (T) - 3660 - CU - EC",CU-222-,KGS,1469.22,costing formula (live metal),,,0,1386.49
CU-222-00097,"Copper Flat Busbar, Electrical Grade A6101,Size:60(w)×10(T)",CU-222-,KGS,1469.22,costing formula (live metal),,,0,1386.49
CU-111-00048,"Copper Foil, Size : 420 mm (Width) x 1 mm (Thickness), Grade: ETP",CU-111-,KGS,1502.45,recent PO (age-weighted),1502.45,2026-05-28,,1386.49
CU-111-00007,"Copper Foil, Size: 210 MM (Width) X 1.0 MM Thickness, Grade: ETP",CU-111-,KGS,1575.49,costing formula (live metal),,,,1386.49
CU-111-00049,"Copper Foil, Size: 250mm (Width) x 1mm (Thickness), Grade: ETP",CU-111-,KGS,1575.49,costing formula (live metal),1479.24,2026-07-29,,1386.49
CU-111-00046,"Copper Foil, Size: 260 MM (Width) X 1 MM Thickness, Grade: ETP",CU-111-,KGS,1575.49,costing formula (live metal),,,,1386.49
CU-111-00041,"Copper Foil, Size: 300 MM (Width) X 1.5 MM Thickness, Grade: ETP",CU-111-,KGS,1575.49,costing formula (live metal),,,,1386.49
CU-111-00038,"Copper Foil, Size: 300mm (Width) X 0.35mm (Thickness), Grade: ETP",CU-111-,KGS,1575.49,costing formula (live metal),,,,1386.49
CU-111-00037,"Copper Foil, Size: 300mm (Width) X 0.6mm (Thickness), Grade: ETP",CU-111-,KGS,1575.49,costing formula (live metal),,,,1386.49
CU-111-00047,"Copper Foil, Size: 330(Width) x 0.6(Thickness) mm, Grade: ETP 0 temper",CU-111-,KGS,1575.49,costing formula (live metal),1394.07,2025-12-31,,1386.49
CU-111-00003,"Copper Foil, Size: 350 MM (Width) X 0.4 MM Thickness, Grade: ETP",CU-111-,KGS,1575.49,costing formula (live metal),,,,1386.49
CU-111-00042,"Copper Foil, Size: 350 MM (Width) X 1.5 MM Thickness, Grade: ETP",CU-111-,KGS,1575.49,costing formula (live metal),,,,1386.49
CU-111-00004,"Copper Foil, Size: 356 MM (Width) X 0.5 MM Thickness, Grade: ETP",CU-111-,KGS,1575.49,costing formula (live metal),,,,1386.49
CU-111-00011,"Copper Foil, Size: 356 MM (Width) X 1.0 MM Thickness, Grade: ETP",CU-111-,KGS,1575.49,costing formula (live metal),,,,1386.49
CU-222-00229,"Copper Litz Wire, 3.7mm, 36SWG DCH Insulated Wire, Class H, Non Solderable",CU-222-,KGS,1611.49,costing formula (live metal),,,0,1386.49
CU-222-00149,"Copper Litz Wire, 6.00 Sqmm, 36SWG DCH Insulated Wire, Class H, Non Solderable",CU-222-,KGS,1611.49,costing formula (live metal),,,0,1386.49
CU-222-00093,"Copper Start Busbar, ISO-ETP / BS -C101, Drawing: 5009-00-06",CU-222-,KGS,1469.22,costing formula (live metal),,,0,1386.49
CU-222-00403,"Copper Strip With Fiberglass Covering, As per IS: 13730-Part-31, Size : 9 x 2.8 mm(Bare), With FG 0.3mm, Finished OD : 9.3 x 3.1 mm",CU-222-,KGS,1575.49,costing formula (live metal),1256.96,2025-12-22,,1386.49
CU-222-00405,"Copper Strip With Fiberglass Covering, As per IS: 13730-Part-31, Size : 9 x 3 mm(Bare), With FG 0.3mm, Finished OD : 9.3 x 3.3 mm",CU-222-,KGS,1575.49,costing formula (live metal),1000.0,2025-12-16,,1386.49
CU-222-00176,"Copper Strip With Fiberglass Covering, As per IS: 13730-Part-32, Size: 4 X 1.8 FG 0.3 MM (Finished OD=4.3 x 2.1 mm)",CU-222-,KGS,1575.49,costing formula (live metal),,,0,1386.49
CU-222-00323,"Copper Strip, As per IS 13730 | IEC 60317 | Part - 28 Class-180, Size: 10.8 x 3 Enamelled 0.12 MM (Finished OD= 10.92 x 3.12)",CU-222-,KGS,1575.49,costing formula (live metal),,,0,1386.49
CU-222-00258,"Copper Strip, As per IS 13730 | IEC 60317 | Part - 28 Class-180, Size: 9 x 3 Enamelled 0.12 MM (Finished OD= 9.12 x 3.12)",CU-222-,KGS,1575.49,costing formula (live metal),,,0,1386.49
CU-222-00257,"Copper Strip, As per IS 13730 | IEC 60317 | Part - 28 Class-180, Size: 9.5 x 2.9 Enamelled 0.12 MM (Finished OD= 9.62 x 3.02)",CU-222-,KGS,1575.49,costing formula (live metal),,,0,1386.49
CU-222-00169,"Copper Strip, As per IS 13730 | IEC 60317 | Part - 8 Class-H Size:  5.7 x 2.3 Enamelled 0.11 MM (Finished OD=5.81 x 2.41)",CU-222-,KGS,1575.49,costing formula (live metal),1370.0,2026-02-03,0,1386.49
CU-222-00035,"Copper Strip, As per IS:13730-Part-27, Class-A, Size: 10 X 3.35, PC 0.6 MM Kraft Paper Covering",CU-222-,KGS,1575.49,costing formula (live metal),,,0,1386.49
CU-222-00095,"Copper Strip, As per IS:13730-Part-27, Class-A, Size: 14.0 X 2.0, PC 0.6 MM Kraft Paper Covering",CU-222-,KGS,1575.49,costing formula (live metal),,,0,1386.49
CU-222-00096,"Copper Strip, As per IS:13730-Part-27, Class-A, Size: 7.5 X 3.55, PC 0.8 MM Kraft Paper Covering",CU-222-,KGS,1575.49,costing formula (live metal),,,0,1386.49
CU-222-00034,"Copper Strip, As per IS:13730-Part-27, Class-A, Size: 9.8 X 2.5, PC 0.5 MM Kraft Paper Covering",CU-222-,KGS,1575.49,costing formula (live metal),,,0,1386.49
CU-222-00036,"Copper Strip, As per IS:13730-Part-27, Class-A, Size: 9.8 X 2.55, PC 0.8 MM Kraft Paper Covering",CU-222-,KGS,1575.49,costing formula (live metal),,,0,1386.49
CU-222-00037,"Copper Strip, As per IS:13730-Part-27, Class-A, Size: 9.8 X 3.0, PC 0.8 MM Kraft Paper Covering",CU-222-,KGS,1575.49,costing formula (live metal),,,0,1386.49
CU-222-00343,"Copper Wire - 28 SWG, Class F-155,IS:13730 Part-3",CU-222-,KGS,1611.49,costing formula (live metal),,,0,1386.49
CU-222-00342,"Copper Wire - 32 SWG, Class F-155,IS:13730 Part-3",CU-222-,KGS,1611.49,costing formula (live metal),,,0,1386.49
CH-303-00012,Copper Wire Enamel Remover Chemical,CH-303-,KGS,1611.49,costing formula (live metal),370.0,2026-07-10,,1386.49
CU-222-00133,"Copper Wire Ø0.31 MM, Super Enameled 0.1mm (Finished OD=0.41MM)",CU-222-,KGS,1611.49,costing formula (live metal),,,0,1386.49
